district,mandal,date,temp_min,temp_max
Sangareddy,Andhole,2020-07-30,25.05,34.05
Sangareddy,Andhole,2020-07-31,23.85,34.55
Sangareddy,Andhole,2020-08-01,24.65,33.9
Sangareddy,Andhole,2020-08-02,25.3,33.55
Sangareddy,Andhole,2020-08-03,25.1,33.05
Sangareddy,Andhole,2020-08-04,23.65,30.75
Sangareddy,Andhole,2020-08-05,25.15,29.55
Sangareddy,Andhole,2020-08-06,24.8,31.15
Sangareddy,Andhole,2020-08-07,25.1,31.85
Sangareddy,Andhole,2020-08-08,25.3,32.2
Sangareddy,Andhole,2020-08-09,25.2,31.75
Sangareddy,Andhole,2020-08-10,24.1,30.25
Sangareddy,Andhole,2020-08-11,22.65,27.3
Sangareddy,Andhole,2020-08-12,24.8,31.15
Sangareddy,Andhole,2020-08-13,23.85,29.7
Sangareddy,Andhole,2020-08-14,23.15,26.05
Sangareddy,Andhole,2020-08-15,23.65,26.9
Sangareddy,Andhole,2020-08-16,23.45,25.65
Sangareddy,Andhole,2020-08-17,23.8,25.5
Sangareddy,Andhole,2020-08-18,23.85,28.55
Sangareddy,Andhole,2020-08-19,23.35,29.15
Sangareddy,Andhole,2020-08-20,23.8,27.85
Sangareddy,Andhole,2020-08-21,22.7,25.9
Sangareddy,Andhole,2020-08-22,23.55,30.1
Sangareddy,Andhole,2020-08-23,24.0,31.4
Sangareddy,Andhole,2020-08-24,23.55,32.85
Sangareddy,Andhole,2020-08-25,24.75,31.9
Sangareddy,Andhole,2020-08-26,23.65,31.55
Sangareddy,Andhole,2020-08-27,22.2,30.65
Sangareddy,Andhole,2020-08-28,22.45,26.55
Sangareddy,Andhole,2020-08-29,24.55,30.3
Sangareddy,Andhole,2020-08-30,23.65,31.65
Sangareddy,Andhole,2020-08-31,23.0,32.95
Sangareddy,Pulkal,2020-07-01,23.55,33.15
Sangareddy,Pulkal,2020-07-02,24.2,34.15
Sangareddy,Pulkal,2020-07-03,22.95,33.15
Sangareddy,Pulkal,2020-07-04,22.65,30.85
Sangareddy,Pulkal,2020-07-05,23.25,30.0
Sangareddy,Pulkal,2020-07-06,23.45,29.0
Sangareddy,Pulkal,2020-07-07,24.25,29.65
Sangareddy,Pulkal,2020-07-08,22.95,32.15
Sangareddy,Pulkal,2020-07-09,23.6,33.15
Sangareddy,Pulkal,2020-07-10,21.9,30.65
Sangareddy,Pulkal,2020-07-11,22.65,28.5
Sangareddy,Pulkal,2020-07-12,23.75,31.2
Sangareddy,Pulkal,2020-07-13,24.3,31.25
Sangareddy,Pulkal,2020-07-14,23.3,29.75
Sangareddy,Pulkal,2020-07-15,23.45,29.9
Sangareddy,Pulkal,2020-07-16,22.5,28.0
Sangareddy,Pulkal,2020-07-17,22.25,28.4
Sangareddy,Pulkal,2020-07-18,22.2,30.25
Sangareddy,Pulkal,2020-07-19,23.45,32.8
Sangareddy,Pulkal,2020-07-20,23.65,31.8
Sangareddy,Pulkal,2020-07-21,22.2,30.85
Sangareddy,Pulkal,2020-07-22,23.5,32.85
Sangareddy,Pulkal,2020-07-23,23.7,31.5
Sangareddy,Pulkal,2020-07-24,22.5,26.15
Sangareddy,Pulkal,2020-07-25,22.15,30.1
Sangareddy,Pulkal,2020-07-26,22.1,30.3
Sangareddy,Pulkal,2020-07-27,22.75,31.85
Sangareddy,Pulkal,2020-07-28,23.8,32.3
Sangareddy,Pulkal,2020-07-29,22.55,30.95
Sangareddy,Pulkal,2020-07-30,23.4,32.1
Sangareddy,Pulkal,2020-07-31,23.45,32.45
Sangareddy,Pulkal,2020-08-01,23.7,31.4
Sangareddy,Pulkal,2020-08-02,24.4,32.35
Sangareddy,Pulkal,2020-08-03,23.2,32.4
Sangareddy,Pulkal,2020-08-04,22.9,29.6
Sangareddy,Pulkal,2020-08-05,23.85,29.2
Sangareddy,Pulkal,2020-08-06,24.2,30.2
Sangareddy,Pulkal,2020-08-07,24.3,31.7
Sangareddy,Pulkal,2020-08-08,24.4,31.9
Sangareddy,Pulkal,2020-08-09,24.2,30.8
Sangareddy,Pulkal,2020-08-10,23.05,29.55
Sangareddy,Pulkal,2020-08-11,22.6,25.6
Sangareddy,Pulkal,2020-08-12,24.2,30.25
Sangareddy,Pulkal,2020-08-13,23.0,29.2
Sangareddy,Pulkal,2020-08-14,22.25,25.35
Sangareddy,Pulkal,2020-08-15,22.95,26.6
Sangareddy,Pulkal,2020-08-16,22.6,24.9
Sangareddy,Pulkal,2020-08-17,22.9,24.7
Sangareddy,Pulkal,2020-08-18,23.7,27.4
Sangareddy,Pulkal,2020-08-19,22.45,28.35
Sangareddy,Pulkal,2020-08-20,22.85,27.05
Sangareddy,Pulkal,2020-08-21,22.95,25.2
Sangareddy,Pulkal,2020-08-22,23.4,28.7
Sangareddy,Pulkal,2020-08-23,23.35,29.95
Sangareddy,Pulkal,2020-08-24,22.9,31.4
Sangareddy,Pulkal,2020-08-25,23.25,31.85
Sangareddy,Pulkal,2020-08-26,23.65,31.15
Sangareddy,Pulkal,2020-08-27,23.15,30.65
Sangareddy,Pulkal,2020-08-28,22.6,27.25
Sangareddy,Pulkal,2020-08-29,23.85,29.45
Sangareddy,Pulkal,2020-08-30,22.8,31.25
Sangareddy,Pulkal,2020-08-31,22.45,32.15
Sangareddy,Sadasivpet,2020-07-01,22.4,33.9
Sangareddy,Sadasivpet,2020-07-02,23.7,34.1
Sangareddy,Sadasivpet,2020-07-03,22.5,35.6
Sangareddy,Sadasivpet,2020-07-04,22.0,33.0
Sangareddy,Sadasivpet,2020-07-05,22.8,31.6
Sangareddy,Sadasivpet,2020-07-06,22.8,28.2
Sangareddy,Sadasivpet,2020-07-07,23.7,29.6
Sangareddy,Sadasivpet,2020-07-08,22.8,31.6
Sangareddy,Sadasivpet,2020-07-09,22.8,35.9
Sangareddy,Sadasivpet,2020-07-10,21.4,32.7
Sangareddy,Sadasivpet,2020-07-11,22.4,30.7
Sangareddy,Sadasivpet,2020-07-12,22.4,33.8
Sangareddy,Sadasivpet,2020-07-13,23.9,32.6
Sangareddy,Sadasivpet,2020-07-14,23.7,32.3
Sangareddy,Sadasivpet,2020-07-15,22.7,30.7
Sangareddy,Sadasivpet,2020-07-16,21.9,29.0
Sangareddy,Sadasivpet,2020-07-17,22.0,29.5
Sangareddy,Sadasivpet,2020-07-18,21.7,31.8
Sangareddy,Sadasivpet,2020-07-19,22.9,34.4
Sangareddy,Sadasivpet,2020-07-20,23.0,34.4
Sangareddy,Sadasivpet,2020-07-21,21.2,33.2
Sangareddy,Sadasivpet,2020-07-22,22.4,34.5
Sangareddy,Sadasivpet,2020-07-23,22.1,34.1
Sangareddy,Sadasivpet,2020-07-24,22.1,25.6
Sangareddy,Sadasivpet,2020-07-25,21.5,33.5
Sangareddy,Sadasivpet,2020-07-26,21.8,31.0
Sangareddy,Sadasivpet,2020-07-27,22.3,32.8
Sangareddy,Sadasivpet,2020-07-28,23.2,34.4
Sangareddy,Sadasivpet,2020-07-29,22.1,34.6
Sangareddy,Sadasivpet,2020-07-30,22.9,32.9
Sangareddy,Sadasivpet,2020-07-31,22.4,35.3
Sangareddy,Sadasivpet,2020-08-01,23.3,33.0
Sangareddy,Sadasivpet,2020-08-02,23.4,33.3
Sangareddy,Sadasivpet,2020-08-03,23.0,34.4
Sangareddy,Sadasivpet,2020-08-04,23.1,31.5
Sangareddy,Sadasivpet,2020-08-05,22.4,30.3
Sangareddy,Sadasivpet,2020-08-06,22.9,31.3
Sangareddy,Sadasivpet,2020-08-07,23.3,32.3
Sangareddy,Sadasivpet,2020-08-08,22.7,33.2
Sangareddy,Sadasivpet,2020-08-09,22.7,31.4
Sangareddy,Sadasivpet,2020-08-10,22.3,30.2
Sangareddy,Sadasivpet,2020-08-11,21.1,26.7
Sangareddy,Sadasivpet,2020-08-12,23.1,30.7
Sangareddy,Sadasivpet,2020-08-13,21.7,29.5
Sangareddy,Sadasivpet,2020-08-14,21.0,24.7
Sangareddy,Sadasivpet,2020-08-15,21.7,26.5
Sangareddy,Sadasivpet,2020-08-16,21.5,24.2
Sangareddy,Sadasivpet,2020-08-17,21.7,24.4
Sangareddy,Sadasivpet,2020-08-18,22.3,27.4
Sangareddy,Sadasivpet,2020-08-19,21.5,28.6
Sangareddy,Sadasivpet,2020-08-20,21.4,27.7
Sangareddy,Sadasivpet,2020-08-21,21.7,24.1
Sangareddy,Sadasivpet,2020-08-22,22.1,28.0
Sangareddy,Sadasivpet,2020-08-23,22.4,30.5
Sangareddy,Sadasivpet,2020-08-24,21.5,32.5
Sangareddy,Sadasivpet,2020-08-25,21.7,33.1
Sangareddy,Sadasivpet,2020-08-26,23.2,34.2
Sangareddy,Sadasivpet,2020-08-27,22.7,33.4
Sangareddy,Sadasivpet,2020-08-28,21.5,29.5
Sangareddy,Sadasivpet,2020-08-29,22.7,31.0
Sangareddy,Sadasivpet,2020-08-30,21.8,32.7
Sangareddy,Sadasivpet,2020-08-31,21.4,33.2
Sangareddy,Kondapur,2020-07-01,23.9,32.7
Sangareddy,Kondapur,2020-07-02,23.6,32.7
Sangareddy,Kondapur,2020-07-03,22.6,33.4
Sangareddy,Kondapur,2020-07-04,22.4,31.1
Sangareddy,Kondapur,2020-07-05,22.9,29.8
Sangareddy,Kondapur,2020-07-06,22.4,27.8
Sangareddy,Kondapur,2020-07-07,24.3,28.5
Sangareddy,Kondapur,2020-07-08,23.2,31.9
Sangareddy,Kondapur,2020-07-09,22.9,33.5
Sangareddy,Kondapur,2020-07-10,21.7,31.7
Sangareddy,Kondapur,2020-07-11,22.9,28.9
Sangareddy,Kondapur,2020-07-12,23.6,32.2
Sangareddy,Kondapur,2020-07-13,23.9,31.3
Sangareddy,Kondapur,2020-07-14,23.7,31.5
Sangareddy,Kondapur,2020-07-15,22.7,29.7
Sangareddy,Kondapur,2020-07-16,22.2,26.8
Sangareddy,Kondapur,2020-07-17,22.2,27.7
Sangareddy,Kondapur,2020-07-18,22.3,30.4
Sangareddy,Kondapur,2020-07-19,23.4,32.4
Sangareddy,Kondapur,2020-07-20,23.5,33.3
Sangareddy,Kondapur,2020-07-21,22.0,31.7
Sangareddy,Kondapur,2020-07-22,22.5,32.5
Sangareddy,Kondapur,2020-07-23,23.1,32.0
Sangareddy,Kondapur,2020-07-24,22.1,25.6
Sangareddy,Kondapur,2020-07-25,21.5,30.7
Sangareddy,Kondapur,2020-07-26,21.9,29.6
Sangareddy,Kondapur,2020-07-27,22.9,31.1
Sangareddy,Kondapur,2020-07-28,23.3,32.8
Sangareddy,Kondapur,2020-07-29,22.5,32.2
Sangareddy,Kondapur,2020-07-30,23.4,31.1
Sangareddy,Kondapur,2020-07-31,23.2,33.9
Sangareddy,Kondapur,2020-08-01,24.1,33.0
Sangareddy,Kondapur,2020-08-02,24.1,32.5
Sangareddy,Kondapur,2020-08-03,23.4,33.0
Sangareddy,Kondapur,2020-08-04,23.6,30.2
Sangareddy,Kondapur,2020-08-05,23.5,29.7
Sangareddy,Kondapur,2020-08-06,23.7,29.9
Sangareddy,Kondapur,2020-08-07,23.7,31.1
Sangareddy,Kondapur,2020-08-08,23.6,31.3
Sangareddy,Kondapur,2020-08-09,23.1,30.7
Sangareddy,Kondapur,2020-08-10,22.6,29.3
Sangareddy,Kondapur,2020-08-11,22.4,25.6
Sangareddy,Kondapur,2020-08-12,23.6,30.8
Sangareddy,Kondapur,2020-08-13,22.3,28.7
Sangareddy,Kondapur,2020-08-14,21.5,24.6
Sangareddy,Kondapur,2020-08-15,22.0,25.7
Sangareddy,Kondapur,2020-08-16,21.8,24.4
Sangareddy,Kondapur,2020-08-17,22.0,24.3
Sangareddy,Kondapur,2020-08-18,22.7,26.8
Sangareddy,Kondapur,2020-08-19,21.8,28.1
Sangareddy,Kondapur,2020-08-20,22.0,26.7
Sangareddy,Kondapur,2020-08-21,22.3,24.2
Sangareddy,Kondapur,2020-08-22,22.7,27.9
Sangareddy,Kondapur,2020-08-23,23.0,30.1
Sangareddy,Kondapur,2020-08-24,22.3,31.5
Sangareddy,Kondapur,2020-08-25,22.5,32.1
Sangareddy,Kondapur,2020-08-26,24.2,32.4
Sangareddy,Kondapur,2020-08-27,23.1,31.8
Sangareddy,Kondapur,2020-08-28,22.1,28.2
Sangareddy,Kondapur,2020-08-29,22.9,30.0
Sangareddy,Kondapur,2020-08-30,22.4,31.4
Sangareddy,Kondapur,2020-08-31,22.1,32.2
Sangareddy,Sangareddy,2020-07-01,24.5,33.6
Sangareddy,Sangareddy,2020-07-02,24.1,33.4
Sangareddy,Sangareddy,2020-07-03,22.7,33.5
Sangareddy,Sangareddy,2020-07-04,22.7,30.2
Sangareddy,Sangareddy,2020-07-05,23.1,29.5
Sangareddy,Sangareddy,2020-07-06,22.4,27.7
Sangareddy,Sangareddy,2020-07-07,24.5,28.6
Sangareddy,Sangareddy,2020-07-08,22.4,32.2
Sangareddy,Sangareddy,2020-07-09,23.7,33.2
Sangareddy,Sangareddy,2020-07-10,22.3,30.9
Sangareddy,Sangareddy,2020-07-11,23.3,28.4
Sangareddy,Sangareddy,2020-07-12,24.0,31.3
Sangareddy,Sangareddy,2020-07-13,24.5,30.8
Sangareddy,Sangareddy,2020-07-14,24.2,29.7
Sangareddy,Sangareddy,2020-07-15,23.4,28.7
Sangareddy,Sangareddy,2020-07-16,22.7,25.3
Sangareddy,Sangareddy,2020-07-17,22.7,28.1
Sangareddy,Sangareddy,2020-07-18,22.4,30.8
Sangareddy,Sangareddy,2020-07-19,24.1,31.9
Sangareddy,Sangareddy,2020-07-20,22.4,31.6
Sangareddy,Sangareddy,2020-07-21,22.3,31.0
Sangareddy,Sangareddy,2020-07-22,24.5,33.7
Sangareddy,Sangareddy,2020-07-23,22.7,31.6
Sangareddy,Sangareddy,2020-07-24,22.2,25.2
Sangareddy,Sangareddy,2020-07-25,22.4,31.0
Sangareddy,Sangareddy,2020-07-26,23.3,29.7
Sangareddy,Sangareddy,2020-07-27,23.5,31.6
Sangareddy,Sangareddy,2020-07-28,22.4,31.7
Sangareddy,Sangareddy,2020-07-29,22.5,31.6
Sangareddy,Sangareddy,2020-07-30,23.8,29.7
Sangareddy,Sangareddy,2020-07-31,23.8,32.9
Sangareddy,Sangareddy,2020-08-01,24.6,32.5
Sangareddy,Sangareddy,2020-08-02,24.5,31.4
Sangareddy,Sangareddy,2020-08-03,23.6,31.9
Sangareddy,Sangareddy,2020-08-04,23.9,29.5
Sangareddy,Sangareddy,2020-08-05,22.4,29.1
Sangareddy,Sangareddy,2020-08-06,24.0,28.8
Sangareddy,Sangareddy,2020-08-07,24.0,30.7
Sangareddy,Sangareddy,2020-08-08,23.5,29.9
Sangareddy,Sangareddy,2020-08-09,23.4,29.9
Sangareddy,Sangareddy,2020-08-10,22.4,28.3
Sangareddy,Sangareddy,2020-08-11,22.8,25.1
Sangareddy,Sangareddy,2020-08-12,23.7,30.2
Sangareddy,Sangareddy,2020-08-13,22.6,28.0
Sangareddy,Sangareddy,2020-08-14,21.5,24.1
Sangareddy,Sangareddy,2020-08-15,22.1,25.5
Sangareddy,Sangareddy,2020-08-16,21.9,23.9
Sangareddy,Sangareddy,2020-08-17,22.1,24.0
Sangareddy,Sangareddy,2020-08-18,22.8,26.1
Sangareddy,Sangareddy,2020-08-19,21.9,27.3
Sangareddy,Sangareddy,2020-08-20,22.0,26.0
Sangareddy,Sangareddy,2020-08-21,22.5,24.1
Sangareddy,Sangareddy,2020-08-22,23.0,27.6
Sangareddy,Sangareddy,2020-08-23,23.4,29.7
Sangareddy,Sangareddy,2020-08-24,22.4,30.6
Sangareddy,Sangareddy,2020-08-25,23.0,30.9
Sangareddy,Sangareddy,2020-08-26,24.0,30.4
Sangareddy,Sangareddy,2020-08-27,23.3,30.0
Sangareddy,Sangareddy,2020-08-28,22.4,26.7
Sangareddy,Sangareddy,2020-08-29,22.4,28.8
Sangareddy,Sangareddy,2020-08-30,22.7,30.0
Sangareddy,Sangareddy,2020-08-31,22.7,31.1
Sangareddy,Hathanoora,2020-07-01,23.6,33.75
Sangareddy,Hathanoora,2020-07-02,24.3,33.5
Sangareddy,Hathanoora,2020-07-03,22.8,33.9
Sangareddy,Hathanoora,2020-07-04,23.0,30.4
Sangareddy,Hathanoora,2020-07-05,23.2,29.4
Sangareddy,Hathanoora,2020-07-06,23.6,28.35
Sangareddy,Hathanoora,2020-07-07,24.6,29.2
Sangareddy,Hathanoora,2020-07-08,23.2,32.3
Sangareddy,Hathanoora,2020-07-09,23.6,33.95
Sangareddy,Hathanoora,2020-07-10,22.1,30.95
Sangareddy,Hathanoora,2020-07-11,23.4,28.15
Sangareddy,Hathanoora,2020-07-12,23.85,30.7
Sangareddy,Hathanoora,2020-07-13,24.35,31.25
Sangareddy,Hathanoora,2020-07-14,24.2,30.05
Sangareddy,Hathanoora,2020-07-15,23.5,29.1
Sangareddy,Hathanoora,2020-07-16,22.7,26.6
Sangareddy,Hathanoora,2020-07-17,22.5,28.3
Sangareddy,Hathanoora,2020-07-18,22.45,31.15
Sangareddy,Hathanoora,2020-07-19,23.55,32.55
Sangareddy,Hathanoora,2020-07-20,23.45,31.6
Sangareddy,Hathanoora,2020-07-21,22.15,30.3
Sangareddy,Hathanoora,2020-07-22,23.65,33.45
Sangareddy,Hathanoora,2020-07-23,23.5,31.95
Sangareddy,Hathanoora,2020-07-24,22.5,25.8
Sangareddy,Hathanoora,2020-07-25,22.5,31.5
Sangareddy,Hathanoora,2020-07-26,22.7,30.45
Sangareddy,Hathanoora,2020-07-27,22.8,32.2
Sangareddy,Hathanoora,2020-07-28,23.45,32.55
Sangareddy,Hathanoora,2020-07-29,22.45,31.75
Sangareddy,Hathanoora,2020-07-30,23.3,31.45
Sangareddy,Hathanoora,2020-07-31,23.2,33.5
Sangareddy,Hathanoora,2020-08-01,24.0,31.5
Sangareddy,Hathanoora,2020-08-02,23.2,31.6
Sangareddy,Hathanoora,2020-08-03,23.1,31.6
Sangareddy,Hathanoora,2020-08-04,23.75,29.7
Sangareddy,Hathanoora,2020-08-05,23.45,28.95
Sangareddy,Hathanoora,2020-08-06,23.5,29.3
Sangareddy,Hathanoora,2020-08-07,23.7,31.1
Sangareddy,Hathanoora,2020-08-08,23.3,30.85
Sangareddy,Hathanoora,2020-08-09,23.25,30.35
Sangareddy,Hathanoora,2020-08-10,22.3,28.35
Sangareddy,Hathanoora,2020-08-11,22.75,25.35
Sangareddy,Hathanoora,2020-08-12,23.4,29.65
Sangareddy,Hathanoora,2020-08-13,22.6,28.8
Sangareddy,Hathanoora,2020-08-14,21.85,24.75
Sangareddy,Hathanoora,2020-08-15,22.3,26.0
Sangareddy,Hathanoora,2020-08-16,22.35,24.7
Sangareddy,Hathanoora,2020-08-17,22.45,24.35
Sangareddy,Hathanoora,2020-08-18,23.3,26.8
Sangareddy,Hathanoora,2020-08-19,21.75,27.6
Sangareddy,Hathanoora,2020-08-20,22.25,26.7
Sangareddy,Hathanoora,2020-08-21,22.75,24.5
Sangareddy,Hathanoora,2020-08-22,22.8,28.15
Sangareddy,Hathanoora,2020-08-23,23.75,29.85
Sangareddy,Hathanoora,2020-08-24,22.35,31.5
Sangareddy,Hathanoora,2020-08-25,22.15,31.5
Sangareddy,Hathanoora,2020-08-26,23.85,30.5
Sangareddy,Hathanoora,2020-08-27,22.6,29.8
Sangareddy,Hathanoora,2020-08-28,22.25,25.7
Sangareddy,Hathanoora,2020-08-29,23.15,29.3
Sangareddy,Hathanoora,2020-08-30,22.3,30.65
Sangareddy,Hathanoora,2020-08-31,21.9,31.75
Sangareddy,Gummadidala,2020-07-01,22.7,34.6
Sangareddy,Gummadidala,2020-07-02,23.1,33.65
Sangareddy,Gummadidala,2020-07-03,22.35,33.2
Sangareddy,Gummadidala,2020-07-04,22.15,31.5
Sangareddy,Gummadidala,2020-07-05,22.35,28.6
Sangareddy,Gummadidala,2020-07-06,22.35,27.9
Sangareddy,Gummadidala,2020-07-07,23.25,28.5
Sangareddy,Gummadidala,2020-07-08,22.1,31.55
Sangareddy,Gummadidala,2020-07-09,22.8,33.7
Sangareddy,Gummadidala,2020-07-10,20.95,32.75
Sangareddy,Gummadidala,2020-07-11,22.0,28.8
Sangareddy,Gummadidala,2020-07-12,22.7,31.5
Sangareddy,Gummadidala,2020-07-13,23.05,31.05
Sangareddy,Gummadidala,2020-07-14,23.1,30.7
Sangareddy,Gummadidala,2020-07-15,22.6,30.05
Sangareddy,Gummadidala,2020-07-16,21.8,27.25
Sangareddy,Gummadidala,2020-07-17,21.3,28.6
Sangareddy,Gummadidala,2020-07-18,21.9,30.9
Sangareddy,Gummadidala,2020-07-19,22.9,32.35
Sangareddy,Gummadidala,2020-07-20,22.85,33.4
Sangareddy,Gummadidala,2020-07-21,22.2,32.9
Sangareddy,Gummadidala,2020-07-22,22.75,33.2
Sangareddy,Gummadidala,2020-07-23,22.25,32.45
Sangareddy,Gummadidala,2020-07-24,21.8,24.65
Sangareddy,Gummadidala,2020-07-25,21.55,32.05
Sangareddy,Gummadidala,2020-07-26,21.55,31.25
Sangareddy,Gummadidala,2020-07-27,22.0,32.8
Sangareddy,Gummadidala,2020-07-28,22.85,32.7
Sangareddy,Gummadidala,2020-07-29,21.8,32.95
Sangareddy,Gummadidala,2020-07-30,22.3,31.55
Sangareddy,Gummadidala,2020-07-31,21.6,33.45
Sangareddy,Gummadidala,2020-08-01,22.9,33.2
Sangareddy,Gummadidala,2020-08-02,23.35,32.0
Sangareddy,Gummadidala,2020-08-03,21.75,32.8
Sangareddy,Gummadidala,2020-08-04,22.65,29.2
Sangareddy,Gummadidala,2020-08-05,22.8,28.85
Sangareddy,Gummadidala,2020-08-06,22.5,29.3
Sangareddy,Gummadidala,2020-08-07,22.4,31.2
Sangareddy,Gummadidala,2020-08-08,22.3,30.7
Sangareddy,Gummadidala,2020-08-09,22.05,30.35
Sangareddy,Gummadidala,2020-08-10,22.2,28.4
Sangareddy,Gummadidala,2020-08-11,21.1,23.75
Sangareddy,Gummadidala,2020-08-12,23.4,29.8
Sangareddy,Gummadidala,2020-08-13,22.15,27.9
Sangareddy,Gummadidala,2020-08-14,21.25,23.6
Sangareddy,Gummadidala,2020-08-15,21.4,25.15
Sangareddy,Gummadidala,2020-08-16,21.7,22.7
Sangareddy,Gummadidala,2020-08-17,22.0,23.1
Sangareddy,Gummadidala,2020-08-18,22.05,26.35
Sangareddy,Gummadidala,2020-08-19,21.25,28.35
Sangareddy,Gummadidala,2020-08-20,21.5,24.3
Sangareddy,Gummadidala,2020-08-21,22.3,23.5
Sangareddy,Gummadidala,2020-08-22,21.8,28.7
Sangareddy,Gummadidala,2020-08-23,22.0,30.2
Sangareddy,Gummadidala,2020-08-24,21.75,31.2
Sangareddy,Gummadidala,2020-08-25,21.6,32.05
Sangareddy,Gummadidala,2020-08-26,22.5,31.3
Sangareddy,Gummadidala,2020-08-27,21.5,29.95
Sangareddy,Gummadidala,2020-08-28,21.4,24.9
Sangareddy,Gummadidala,2020-08-29,22.35,29.0
Sangareddy,Gummadidala,2020-08-30,21.55,30.75
Sangareddy,Gummadidala,2020-08-31,20.95,31.65
Sangareddy,Jinnaram,2020-07-01,23.6,33.7
Sangareddy,Jinnaram,2020-07-02,23.9,32.7
Sangareddy,Jinnaram,2020-07-03,22.4,33.7
Sangareddy,Jinnaram,2020-07-04,22.6,30.3
Sangareddy,Jinnaram,2020-07-05,22.9,28.7
Sangareddy,Jinnaram,2020-07-06,23.1,27.8
Sangareddy,Jinnaram,2020-07-07,24.2,28.0
Sangareddy,Jinnaram,2020-07-08,22.9,31.7
Sangareddy,Jinnaram,2020-07-09,23.1,33.3
Sangareddy,Jinnaram,2020-07-10,21.8,32.0
Sangareddy,Jinnaram,2020-07-11,22.7,27.8
Sangareddy,Jinnaram,2020-07-12,22.4,30.2
Sangareddy,Jinnaram,2020-07-13,23.8,30.6
Sangareddy,Jinnaram,2020-07-14,23.7,30.1
Sangareddy,Jinnaram,2020-07-15,23.2,28.5
Sangareddy,Jinnaram,2020-07-16,22.5,25.8
Sangareddy,Jinnaram,2020-07-17,22.1,28.0
Sangareddy,Jinnaram,2020-07-18,22.4,29.7
Sangareddy,Jinnaram,2020-07-19,23.6,32.0
Sangareddy,Jinnaram,2020-07-20,23.6,32.7
Sangareddy,Jinnaram,2020-07-21,22.6,30.5
Sangareddy,Jinnaram,2020-07-22,23.8,32.4
Sangareddy,Jinnaram,2020-07-23,22.4,31.5
Sangareddy,Jinnaram,2020-07-24,22.2,25.7
Sangareddy,Jinnaram,2020-07-25,22.3,30.8
Sangareddy,Jinnaram,2020-07-26,22.6,30.5
Sangareddy,Jinnaram,2020-07-27,22.9,30.8
Sangareddy,Jinnaram,2020-07-28,23.4,31.5
Sangareddy,Jinnaram,2020-07-29,22.7,32.1
Sangareddy,Jinnaram,2020-07-30,23.5,31.8
Sangareddy,Jinnaram,2020-07-31,22.4,33.2
Sangareddy,Jinnaram,2020-08-01,23.5,31.7
Sangareddy,Jinnaram,2020-08-02,24.1,31.3
Sangareddy,Jinnaram,2020-08-03,22.4,31.4
Sangareddy,Jinnaram,2020-08-04,23.7,29.5
Sangareddy,Jinnaram,2020-08-05,23.5,28.0
Sangareddy,Jinnaram,2020-08-06,23.4,28.9
Sangareddy,Jinnaram,2020-08-07,23.2,31.1
Sangareddy,Jinnaram,2020-08-08,23.2,29.7
Sangareddy,Jinnaram,2020-08-09,22.8,29.0
Sangareddy,Jinnaram,2020-08-10,22.9,27.4
Sangareddy,Jinnaram,2020-08-11,22.4,24.3
Sangareddy,Jinnaram,2020-08-12,23.3,28.9
Sangareddy,Jinnaram,2020-08-13,22.2,27.5
Sangareddy,Jinnaram,2020-08-14,21.3,23.8
Sangareddy,Jinnaram,2020-08-15,21.9,24.8
Sangareddy,Jinnaram,2020-08-16,21.8,23.2
Sangareddy,Jinnaram,2020-08-17,22.0,23.8
Sangareddy,Jinnaram,2020-08-18,22.5,25.8
Sangareddy,Jinnaram,2020-08-19,21.9,27.8
Sangareddy,Jinnaram,2020-08-20,22.0,24.8
Sangareddy,Jinnaram,2020-08-21,22.4,23.9
Sangareddy,Jinnaram,2020-08-22,22.6,27.4
Sangareddy,Jinnaram,2020-08-23,22.7,29.7
Sangareddy,Jinnaram,2020-08-24,22.2,29.4
Sangareddy,Jinnaram,2020-08-25,22.4,30.3
Sangareddy,Jinnaram,2020-08-26,23.5,31.0
Sangareddy,Jinnaram,2020-08-27,22.7,29.2
Sangareddy,Jinnaram,2020-08-28,22.2,25.6
Sangareddy,Jinnaram,2020-08-29,23.1,28.1
Sangareddy,Jinnaram,2020-08-30,22.2,29.8
Sangareddy,Jinnaram,2020-08-31,21.8,30.5
Sangareddy,Kandi,2020-07-01,22.4,33.9
Sangareddy,Kandi,2020-07-02,24.0,33.4
Sangareddy,Kandi,2020-07-03,22.4,34.7
Sangareddy,Kandi,2020-07-04,22.8,31.1
Sangareddy,Kandi,2020-07-05,23.1,29.8
Sangareddy,Kandi,2020-07-06,23.5,27.8
Sangareddy,Kandi,2020-07-07,24.5,28.7
Sangareddy,Kandi,2020-07-08,23.4,32.5
Sangareddy,Kandi,2020-07-09,23.5,34.4
Sangareddy,Kandi,2020-07-10,22.1,31.4
Sangareddy,Kandi,2020-07-11,23.2,29.3
Sangareddy,Kandi,2020-07-12,23.9,31.6
Sangareddy,Kandi,2020-07-13,24.2,31.5
Sangareddy,Kandi,2020-07-14,23.8,31.0
Sangareddy,Kandi,2020-07-15,23.2,29.4
Sangareddy,Kandi,2020-07-16,22.6,26.0
Sangareddy,Kandi,2020-07-17,22.4,28.7
Sangareddy,Kandi,2020-07-18,22.4,31.8
Sangareddy,Kandi,2020-07-19,23.6,33.1
Sangareddy,Kandi,2020-07-20,23.3,33.4
Sangareddy,Kandi,2020-07-21,22.2,31.3
