,District,Mandal,Date,temp_min (⁰C),temp_max (⁰C)
126,Adilabad,Jainad,2019-08-25,24.7,31.8
127,Adilabad,Jainad,2019-08-26,24.7,28.9
128,Adilabad,Jainad,2019-08-27,23.3,29.4
129,Adilabad,Jainad,2019-08-28,23.8,30.5
130,Adilabad,Jainad,2019-08-29,24.5,34.2
131,Adilabad,Jainad,2019-08-30,25.2,34.0
132,Adilabad,Jainad,2019-08-31,25.0,34.8
133,Adilabad,Jainad,2019-09-01,24.4,33.1
134,Adilabad,Jainad,2019-09-02,24.1,31.9
135,Adilabad,Jainad,2019-09-03,24.8,29.1
136,Adilabad,Jainad,2019-09-04,24.3,29.7
137,Adilabad,Jainad,2019-09-05,24.3,26.1
138,Adilabad,Jainad,2019-09-06,24.2,31.6
139,Adilabad,Jainad,2019-09-07,24.1,27.5
140,Adilabad,Jainad,2019-09-08,25.4,29.7
141,Adilabad,Jainad,2019-09-09,24.5,30.4
142,Adilabad,Bela,2019-07-01,24.0,29.2
143,Adilabad,Bela,2019-07-02,23.9,29.4
144,Adilabad,Bela,2019-07-03,24.8,30.1
145,Adilabad,Bela,2019-07-04,25.1,31.2
146,Adilabad,Bela,2019-07-05,26.2,33.1
147,Adilabad,Bela,2019-07-06,25.0,31.0
148,Adilabad,Bela,2019-07-07,26.1,31.9
149,Adilabad,Bela,2019-07-08,25.7,33.1
150,Adilabad,Bela,2019-07-09,24.8,33.4
151,Adilabad,Bela,2019-07-10,24.7,33.0
152,Adilabad,Bela,2019-07-11,25.0,34.6
153,Adilabad,Bela,2019-07-12,25.0,31.7
154,Adilabad,Bela,2019-07-13,26.1,33.5
155,Adilabad,Bela,2019-07-14,26.3,34.6
156,Adilabad,Bela,2019-07-15,26.0,35.4
157,Adilabad,Bela,2019-07-16,26.3,34.3
158,Adilabad,Bela,2019-07-17,26.2,35.5
159,Adilabad,Bela,2019-07-18,27.2,36.2
160,Adilabad,Bela,2019-07-19,25.6,36.5
161,Adilabad,Bela,2019-07-20,24.9,35.6
162,Adilabad,Bela,2019-07-21,24.6,32.5
163,Adilabad,Bela,2019-07-22,25.7,35.4
164,Adilabad,Bela,2019-07-23,27.0,35.5
165,Adilabad,Bela,2019-07-24,27.1,35.1
166,Adilabad,Bela,2019-07-25,27.7,35.3
167,Adilabad,Bela,2019-07-26,24.9,33.3
168,Adilabad,Bela,2019-07-27,23.7,26.9
169,Adilabad,Bela,2019-07-28,23.3,28.0
170,Adilabad,Bela,2019-07-29,23.9,26.6
171,Adilabad,Bela,2019-07-30,22.6,25.4
172,Adilabad,Bela,2019-07-31,23.1,26.6
173,Adilabad,Bela,2019-08-01,24.3,30.6
174,Adilabad,Bela,2019-08-02,24.2,28.2
175,Adilabad,Bela,2019-08-03,24.2,26.4
176,Adilabad,Bela,2019-08-04,23.5,25.9
177,Adilabad,Bela,2019-08-05,24.8,31.7
178,Adilabad,Bela,2019-08-06,25.6,32.0
179,Adilabad,Bela,2019-08-07,24.6,28.3
180,Adilabad,Bela,2019-08-08,24.3,27.0
181,Adilabad,Bela,2019-08-09,23.9,27.1
182,Adilabad,Bela,2019-08-10,25.6,30.9
183,Adilabad,Bela,2019-08-11,25.4,33.2
184,Adilabad,Bela,2019-08-12,24.3,33.3
185,Adilabad,Bela,2019-08-13,26.0,31.6
186,Adilabad,Bela,2019-08-14,23.3,28.1
187,Adilabad,Bela,2019-08-15,24.5,30.6
188,Adilabad,Bela,2019-08-16,25.8,33.3
189,Adilabad,Bela,2019-08-17,25.4,33.7
190,Adilabad,Bela,2019-08-18,25.7,33.1
191,Adilabad,Bela,2019-08-19,25.4,32.1
192,Adilabad,Bela,2019-08-20,25.3,32.5
193,Adilabad,Bela,2019-08-21,25.3,31.7
194,Adilabad,Bela,2019-08-22,25.1,31.9
195,Adilabad,Bela,2019-08-23,24.9,30.7
196,Adilabad,Bela,2019-08-24,25.1,27.6
197,Adilabad,Bela,2019-08-25,24.7,30.7
198,Adilabad,Bela,2019-08-26,24.4,28.4
199,Adilabad,Bela,2019-08-27,23.3,28.8
200,Adilabad,Bela,2019-08-28,23.6,30.1
201,Adilabad,Bela,2019-08-29,24.7,33.2
202,Adilabad,Bela,2019-08-30,25.9,33.1
203,Adilabad,Bela,2019-08-31,24.7,33.3
204,Adilabad,Bela,2019-09-01,24.4,32.3
205,Adilabad,Bela,2019-09-02,24.0,31.2
206,Adilabad,Bela,2019-09-03,23.9,28.9
207,Adilabad,Bela,2019-09-04,23.7,28.6
208,Adilabad,Bela,2019-09-05,24.3,26.4
209,Adilabad,Bela,2019-09-06,23.8,31.5
210,Adilabad,Bela,2019-09-07,23.9,27.6
211,Adilabad,Bela,2019-09-08,25.7,29.5
212,Adilabad,Bela,2019-09-09,24.5,29.9
213,Adilabad,Gadiguda,2019-07-01,22.7,28.6
214,Adilabad,Gadiguda,2019-07-02,22.3,28.0
215,Adilabad,Gadiguda,2019-07-03,23.6,29.3
216,Adilabad,Gadiguda,2019-07-04,24.2,29.3
217,Adilabad,Gadiguda,2019-07-05,25.3,31.4
218,Adilabad,Gadiguda,2019-07-06,24.4,30.5
219,Adilabad,Gadiguda,2019-07-07,24.7,30.4
220,Adilabad,Gadiguda,2019-07-08,25.1,30.8
221,Adilabad,Gadiguda,2019-07-09,23.6,31.6
222,Adilabad,Gadiguda,2019-07-10,23.5,31.4
223,Adilabad,Gadiguda,2019-07-11,23.0,33.3
224,Adilabad,Gadiguda,2019-07-12,22.4,29.5
225,Adilabad,Gadiguda,2019-07-13,25.4,31.9
226,Adilabad,Gadiguda,2019-07-14,25.4,33.5
227,Adilabad,Gadiguda,2019-07-15,25.2,34.5
228,Adilabad,Gadiguda,2019-07-16,23.8,34.3
229,Adilabad,Gadiguda,2019-07-17,27.0,35.1
230,Adilabad,Gadiguda,2019-07-18,27.4,36.1
231,Adilabad,Gadiguda,2019-07-19,25.6,36.7
232,Adilabad,Gadiguda,2019-07-20,23.0,36.7
233,Adilabad,Gadiguda,2019-07-21,23.1,32.5
234,Adilabad,Gadiguda,2019-07-22,25.0,34.4
235,Adilabad,Gadiguda,2019-07-23,25.2,34.2
236,Adilabad,Gadiguda,2019-07-24,25.7,35.7
237,Adilabad,Gadiguda,2019-07-25,26.5,35.7
238,Adilabad,Gadiguda,2019-07-26,22.4,32.6
239,Adilabad,Gadiguda,2019-07-27,22.3,25.7
240,Adilabad,Gadiguda,2019-07-28,23.0,26.7
241,Adilabad,Gadiguda,2019-07-29,24.6,27.3
242,Adilabad,Gadiguda,2019-07-30,21.9,25.3
243,Adilabad,Gadiguda,2019-07-31,22.0,25.4
244,Adilabad,Gadiguda,2019-08-01,23.4,29.1
245,Adilabad,Gadiguda,2019-08-02,23.6,27.0
246,Adilabad,Gadiguda,2019-08-03,22.6,24.8
247,Adilabad,Gadiguda,2019-08-04,22.4,24.0
248,Adilabad,Gadiguda,2019-08-05,23.5,29.8
249,Adilabad,Gadiguda,2019-08-06,24.5,30.1
250,Adilabad,Gadiguda,2019-08-07,23.9,26.6
251,Adilabad,Gadiguda,2019-08-08,23.5,25.7
252,Adilabad,Gadiguda,2019-08-09,24.7,25.6
253,Adilabad,Gadiguda,2019-08-10,23.6,28.7
254,Adilabad,Gadiguda,2019-08-11,22.4,31.1
255,Adilabad,Gadiguda,2019-08-12,22.9,31.8
256,Adilabad,Gadiguda,2019-08-13,24.2,30.1
257,Adilabad,Gadiguda,2019-08-14,22.0,26.6
258,Adilabad,Gadiguda,2019-08-15,23.1,28.7
259,Adilabad,Gadiguda,2019-08-16,23.7,31.3
260,Adilabad,Gadiguda,2019-08-17,23.7,32.0
261,Adilabad,Gadiguda,2019-08-18,23.6,31.7
262,Adilabad,Gadiguda,2019-08-19,22.4,29.9
263,Adilabad,Gadiguda,2019-08-20,23.5,31.6
264,Adilabad,Gadiguda,2019-08-21,22.4,29.4
265,Adilabad,Gadiguda,2019-08-22,24.3,29.0
266,Adilabad,Gadiguda,2019-08-23,23.3,28.9
267,Adilabad,Gadiguda,2019-08-24,23.6,26.2
268,Adilabad,Gadiguda,2019-08-25,24.1,29.4
269,Adilabad,Gadiguda,2019-08-26,23.0,27.4
270,Adilabad,Gadiguda,2019-08-27,23.0,27.4
271,Adilabad,Gadiguda,2019-08-28,22.2,30.6
272,Adilabad,Gadiguda,2019-08-29,23.0,32.2
273,Adilabad,Gadiguda,2019-08-30,24.9,30.8
274,Adilabad,Gadiguda,2019-08-31,22.4,32.8
275,Adilabad,Gadiguda,2019-09-01,23.4,30.0
276,Adilabad,Gadiguda,2019-09-02,22.6,30.1
277,Adilabad,Gadiguda,2019-09-03,22.4,26.1
278,Adilabad,Gadiguda,2019-09-04,23.4,26.8
279,Adilabad,Gadiguda,2019-09-05,22.4,26.1
280,Adilabad,Gadiguda,2019-09-06,22.4,31.0
281,Adilabad,Gadiguda,2019-09-07,22.4,26.3
282,Adilabad,Gadiguda,2019-09-08,24.7,28.0
283,Adilabad,Gadiguda,2019-09-09,24.1,28.4
284,Adilabad,Narnoor,2019-07-01,22.0,26.2
285,Adilabad,Narnoor,2019-07-02,21.4,27.1
286,Adilabad,Narnoor,2019-07-03,22.5,28.8
287,Adilabad,Narnoor,2019-07-04,22.4,27.9
288,Adilabad,Narnoor,2019-07-05,24.1,31.1
289,Adilabad,Narnoor,2019-07-06,23.8,30.0
290,Adilabad,Narnoor,2019-07-07,23.8,29.4
291,Adilabad,Narnoor,2019-07-08,24.2,30.0
292,Adilabad,Narnoor,2019-07-09,22.9,29.9
293,Adilabad,Narnoor,2019-07-10,23.2,31.0
294,Adilabad,Narnoor,2019-07-11,23.4,32.4
295,Adilabad,Narnoor,2019-07-12,23.3,29.5
296,Adilabad,Narnoor,2019-07-13,22.4,31.5
297,Adilabad,Narnoor,2019-07-14,25.2,32.8
298,Adilabad,Narnoor,2019-07-15,24.9,35.0
299,Adilabad,Narnoor,2019-07-16,26.1,33.8
300,Adilabad,Narnoor,2019-07-17,26.5,34.0
301,Adilabad,Narnoor,2019-07-18,26.9,34.6
302,Adilabad,Narnoor,2019-07-19,23.3,35.9
303,Adilabad,Narnoor,2019-07-20,23.0,34.4
304,Adilabad,Narnoor,2019-07-21,23.1,31.4
305,Adilabad,Narnoor,2019-07-22,25.2,32.4
306,Adilabad,Narnoor,2019-07-23,25.2,32.8
307,Adilabad,Narnoor,2019-07-24,25.0,33.5
308,Adilabad,Narnoor,2019-07-25,25.8,33.1
309,Adilabad,Narnoor,2019-07-26,22.8,31.1
310,Adilabad,Narnoor,2019-07-27,22.3,24.9
311,Adilabad,Narnoor,2019-07-28,22.4,26.1
312,Adilabad,Narnoor,2019-07-29,22.4,25.6
313,Adilabad,Narnoor,2019-07-30,21.9,23.4
314,Adilabad,Narnoor,2019-07-31,22.0,24.2
315,Adilabad,Narnoor,2019-08-01,22.5,27.7
316,Adilabad,Narnoor,2019-08-02,22.8,25.5
317,Adilabad,Narnoor,2019-08-03,22.6,23.8
318,Adilabad,Narnoor,2019-08-04,22.3,23.3
319,Adilabad,Narnoor,2019-08-05,23.2,28.4
320,Adilabad,Narnoor,2019-08-06,23.4,29.5
321,Adilabad,Narnoor,2019-08-07,23.2,26.5
322,Adilabad,Narnoor,2019-08-08,22.4,24.8
323,Adilabad,Narnoor,2019-08-09,22.5,24.3
324,Adilabad,Narnoor,2019-08-10,22.9,28.5
325,Adilabad,Narnoor,2019-08-11,22.4,30.6
326,Adilabad,Narnoor,2019-08-12,23.1,31.1
327,Adilabad,Narnoor,2019-08-13,22.4,29.5
328,Adilabad,Narnoor,2019-08-14,21.6,25.8
329,Adilabad,Narnoor,2019-08-15,22.8,28.2
330,Adilabad,Narnoor,2019-08-16,24.3,30.9
331,Adilabad,Narnoor,2019-08-17,23.9,31.0
332,Adilabad,Narnoor,2019-08-18,24.5,30.4
333,Adilabad,Narnoor,2019-08-19,23.5,29.2
334,Adilabad,Narnoor,2019-08-20,24.0,30.5
335,Adilabad,Narnoor,2019-08-21,24.2,29.6
336,Adilabad,Narnoor,2019-08-22,24.0,29.8
337,Adilabad,Narnoor,2019-08-23,22.5,28.5
338,Adilabad,Narnoor,2019-08-24,23.0,25.2
339,Adilabad,Narnoor,2019-08-25,23.5,29.4
340,Adilabad,Narnoor,2019-08-26,22.8,27.1
341,Adilabad,Narnoor,2019-08-27,22.9,27.5
342,Adilabad,Narnoor,2019-08-28,22.2,29.3
343,Adilabad,Narnoor,2019-08-29,24.2,31.4
344,Adilabad,Narnoor,2019-08-30,24.3,31.2
345,Adilabad,Narnoor,2019-08-31,23.2,32.4
346,Adilabad,Narnoor,2019-09-01,23.4,28.5
347,Adilabad,Narnoor,2019-09-02,22.6,29.2
348,Adilabad,Narnoor,2019-09-03,22.9,26.1
349,Adilabad,Narnoor,2019-09-04,23.2,26.5
350,Adilabad,Narnoor,2019-09-05,23.4,25.2
351,Adilabad,Narnoor,2019-09-06,22.4,31.1
352,Adilabad,Narnoor,2019-09-07,22.8,26.2
353,Adilabad,Narnoor,2019-09-08,23.9,27.2
354,Adilabad,Narnoor,2019-09-09,23.8,28.4
355,Adilabad,Inderavelly,2019-07-01,23.7,30.1
356,Adilabad,Inderavelly,2019-07-02,24.6,29.7
357,Adilabad,Inderavelly,2019-07-03,24.7,31.7
358,Adilabad,Inderavelly,2019-07-04,26.2,30.9
359,Adilabad,Inderavelly,2019-07-05,26.6,34.7
360,Adilabad,Inderavelly,2019-07-06,25.3,32.9
361,Adilabad,Inderavelly,2019-07-07,25.4,32.6
362,Adilabad,Inderavelly,2019-07-08,25.7,32.1
363,Adilabad,Inderavelly,2019-07-09,24.7,32.3
364,Adilabad,Inderavelly,2019-07-10,24.7,32.9
365,Adilabad,Inderavelly,2019-07-11,24.7,35.2
366,Adilabad,Inderavelly,2019-07-12,24.7,32.9
367,Adilabad,Inderavelly,2019-07-13,26.6,34.0
368,Adilabad,Inderavelly,2019-07-14,27.0,35.4
369,Adilabad,Inderavelly,2019-07-15,27.4,35.8
370,Adilabad,Inderavelly,2019-07-16,27.5,36.6
371,Adilabad,Inderavelly,2019-07-17,26.8,36.2
372,Adilabad,Inderavelly,2019-07-18,27.5,37.3
373,Adilabad,Inderavelly,2019-07-19,26.0,37.7
374,Adilabad,Inderavelly,2019-07-20,25.4,35.9
375,Adilabad,Inderavelly,2019-07-21,23.9,33.1
376,Adilabad,Inderavelly,2019-07-22,25.7,34.4
377,Adilabad,Inderavelly,2019-07-23,25.9,34.6
378,Adilabad,Inderavelly,2019-07-24,26.8,35.7
379,Adilabad,Inderavelly,2019-07-25,26.5,36.2
380,Adilabad,Inderavelly,2019-07-26,23.6,33.6
381,Adilabad,Inderavelly,2019-07-27,23.4,26.3
382,Adilabad,Inderavelly,2019-07-28,23.5,26.9
383,Adilabad,Inderavelly,2019-07-29,23.5,26.8
384,Adilabad,Inderavelly,2019-07-30,22.3,24.9
385,Adilabad,Inderavelly,2019-07-31,22.7,24.1
386,Adilabad,Inderavelly,2019-08-01,23.6,29.9
387,Adilabad,Inderavelly,2019-08-02,23.6,26.9
388,Adilabad,Inderavelly,2019-08-03,23.6,26.5
389,Adilabad,Inderavelly,2019-08-04,23.4,25.6
390,Adilabad,Inderavelly,2019-08-05,25.4,31.1
391,Adilabad,Inderavelly,2019-08-06,24.5,30.6
392,Adilabad,Inderavelly,2019-08-07,24.4,28.0
393,Adilabad,Inderavelly,2019-08-08,23.2,26.9
394,Adilabad,Inderavelly,2019-08-09,23.1,25.2
395,Adilabad,Inderavelly,2019-08-10,23.9,30.7
396,Adilabad,Inderavelly,2019-08-11,24.3,33.1
397,Adilabad,Inderavelly,2019-08-12,24.2,33.8
398,Adilabad,Inderavelly,2019-08-13,25.1,31.6
399,Adilabad,Inderavelly,2019-08-14,24.1,28.6
400,Adilabad,Inderavelly,2019-08-15,24.3,30.8
401,Adilabad,Inderavelly,2019-08-16,25.7,32.9
402,Adilabad,Inderavelly,2019-08-17,24.5,33.5
403,Adilabad,Inderavelly,2019-08-18,24.5,34.1
404,Adilabad,Inderavelly,2019-08-19,24.2,32.0
405,Adilabad,Inderavelly,2019-08-20,25.5,32.9
406,Adilabad,Inderavelly,2019-08-21,24.8,32.2
407,Adilabad,Inderavelly,2019-08-22,24.6,30.6
408,Adilabad,Inderavelly,2019-08-23,23.1,30.7
409,Adilabad,Inderavelly,2019-08-24,24.3,27.8
410,Adilabad,Inderavelly,2019-08-25,24.6,32.1
411,Adilabad,Inderavelly,2019-08-26,24.5,28.6
412,Adilabad,Inderavelly,2019-08-27,23.7,29.5
413,Adilabad,Inderavelly,2019-08-28,23.7,31.0
414,Adilabad,Inderavelly,2019-08-29,24.0,33.5
415,Adilabad,Inderavelly,2019-08-30,25.3,33.6
416,Adilabad,Inderavelly,2019-08-31,23.8,34.4
417,Adilabad,Inderavelly,2019-09-01,24.4,30.6
418,Adilabad,Inderavelly,2019-09-02,23.7,31.0
419,Adilabad,Inderavelly,2019-09-03,23.5,27.0
420,Adilabad,Inderavelly,2019-09-04,23.5,28.9
421,Adilabad,Inderavelly,2019-09-05,23.7,25.7
422,Adilabad,Inderavelly,2019-09-06,23.6,30.5
423,Adilabad,Inderavelly,2019-09-07,23.2,26.5
424,Adilabad,Inderavelly,2019-09-08,23.9,27.8
425,Adilabad,Inderavelly,2019-09-09,23.9,28.9
426,Adilabad,Gudihatnoor,2019-07-01,23.7,29.8
427,Adilabad,Gudihatnoor,2019-07-02,24.2,30.8
428,Adilabad,Gudihatnoor,2019-07-03,24.8,30.4
429,Adilabad,Gudihatnoor,2019-07-04,25.9,30.1
430,Adilabad,Gudihatnoor,2019-07-05,25.6,33.2
431,Adilabad,Gudihatnoor,2019-07-06,24.9,33.3
432,Adilabad,Gudihatnoor,2019-07-07,24.9,32.6
433,Adilabad,Gudihatnoor,2019-07-08,25.3,30.6
434,Adilabad,Gudihatnoor,2019-07-09,24.9,32.4
435,Adilabad,Gudihatnoor,2019-07-10,24.9,32.7
436,Adilabad,Gudihatnoor,2019-07-11,24.9,35.7
437,Adilabad,Gudihatnoor,2019-07-12,24.8,33.0
438,Adilabad,Gudihatnoor,2019-07-13,25.3,33.9
439,Adilabad,Gudihatnoor,2019-07-14,26.9,35.5
440,Adilabad,Gudihatnoor,2019-07-15,25.8,36.0
441,Adilabad,Gudihatnoor,2019-07-16,24.7,35.9
442,Adilabad,Gudihatnoor,2019-07-17,25.8,36.1
443,Adilabad,Gudihatnoor,2019-07-18,27.0,37.3
444,Adilabad,Gudihatnoor,2019-07-19,24.1,37.6
445,Adilabad,Gudihatnoor,2019-07-20,24.7,36.3
446,Adilabad,Gudihatnoor,2019-07-21,22.3,32.7
447,Adilabad,Gudihatnoor,2019-07-22,24.5,34.4
448,Adilabad,Gudihatnoor,2019-07-23,25.0,34.7
449,Adilabad,Gudihatnoor,2019-07-24,25.9,35.3
450,Adilabad,Gudihatnoor,2019-07-25,26.0,36.1
451,Adilabad,Gudihatnoor,2019-07-26,23.0,33.1
452,Adilabad,Gudihatnoor,2019-07-27,22.9,25.0
453,Adilabad,Gudihatnoor,2019-07-28,22.4,26.4
454,Adilabad,Gudihatnoor,2019-07-29,22.4,25.9
455,Adilabad,Gudihatnoor,2019-07-30,21.9,23.9
456,Adilabad,Gudihatnoor,2019-07-31,22.0,24.0
457,Adilabad,Gudihatnoor,2019-08-01,23.2,29.8
458,Adilabad,Gudihatnoor,2019-08-02,23.2,26.5
459,Adilabad,Gudihatnoor,2019-08-03,23.1,25.7
460,Adilabad,Gudihatnoor,2019-08-04,22.3,24.2
461,Adilabad,Gudihatnoor,2019-08-05,24.2,30.3
462,Adilabad,Gudihatnoor,2019-08-06,24.1,29.8
463,Adilabad,Gudihatnoor,2019-08-07,23.6,28.3
464,Adilabad,Gudihatnoor,2019-08-08,22.8,26.1
465,Adilabad,Gudihatnoor,2019-08-09,23.5,24.9
466,Adilabad,Gudihatnoor,2019-08-10,23.5,30.0
467,Adilabad,Gudihatnoor,2019-08-11,23.1,32.8
468,Adilabad,Gudihatnoor,2019-08-12,23.7,32.7
469,Adilabad,Gudihatnoor,2019-08-13,24.5,31.1
470,Adilabad,Gudihatnoor,2019-08-14,23.3,27.7
471,Adilabad,Gudihatnoor,2019-08-15,23.6,29.9
472,Adilabad,Gudihatnoor,2019-08-16,24.4,32.7
473,Adilabad,Gudihatnoor,2019-08-17,23.6,33.4
474,Adilabad,Gudihatnoor,2019-08-18,23.9,33.8
