,District,Mandal,Date,temp_min (⁰C),temp_max (⁰C)
182,Adilabad,Adilabad (Urban),2019-04-01,25.3,42.5
183,Adilabad,Adilabad (Urban),2019-04-02,23.9,42.2
184,Adilabad,Adilabad (Urban),2019-04-03,27.0,41.5
185,Adilabad,Adilabad (Urban),2019-04-04,28.0,41.4
186,Adilabad,Adilabad (Urban),2019-04-05,25.9,40.6
187,Adilabad,Adilabad (Urban),2019-04-06,28.5,39.2
188,Adilabad,Adilabad (Urban),2019-04-07,27.7,41.5
189,Adilabad,Adilabad (Urban),2019-04-08,27.9,41.7
190,Adilabad,Adilabad (Urban),2019-04-09,29.0,42.2
191,Adilabad,Adilabad (Urban),2019-04-10,29.3,42.1
192,Adilabad,Adilabad (Urban),2019-04-11,30.2,42.2
193,Adilabad,Adilabad (Urban),2019-04-12,30.6,43.2
194,Adilabad,Adilabad (Urban),2019-04-13,28.9,42.4
195,Adilabad,Adilabad (Urban),2019-04-14,28.2,42.5
196,Adilabad,Adilabad (Urban),2019-04-15,31.5,43.6
197,Adilabad,Adilabad (Urban),2019-04-16,23.6,41.4
198,Adilabad,Adilabad (Urban),2019-04-17,23.8,39.0
199,Adilabad,Adilabad (Urban),2019-04-18,26.0,38.0
200,Adilabad,Adilabad (Urban),2019-04-19,26.0,39.3
201,Adilabad,Adilabad (Urban),2019-04-20,27.8,40.8
202,Adilabad,Adilabad (Urban),2019-04-21,28.4,40.6
203,Adilabad,Adilabad (Urban),2019-04-22,29.0,40.5
204,Adilabad,Adilabad (Urban),2019-04-23,27.4,39.4
205,Adilabad,Adilabad (Urban),2019-04-24,28.2,42.0
206,Adilabad,Adilabad (Urban),2019-04-25,30.5,42.6
207,Adilabad,Adilabad (Urban),2019-04-26,31.5,43.6
208,Adilabad,Adilabad (Urban),2019-04-27,32.6,44.5
209,Adilabad,Adilabad (Urban),2019-04-28,33.0,44.5
210,Adilabad,Adilabad (Urban),2019-04-29,32.4,45.2
211,Adilabad,Adilabad (Urban),2019-04-30,31.8,44.5
212,Adilabad,Adilabad (Urban),2019-05-01,29.8,44.5
213,Adilabad,Adilabad (Urban),2019-05-02,30.1,43.7
214,Adilabad,Adilabad (Urban),2019-05-03,29.0,44.6
215,Adilabad,Adilabad (Urban),2019-05-04,29.6,40.5
216,Adilabad,Adilabad (Urban),2019-05-05,29.7,42.0
217,Adilabad,Adilabad (Urban),2019-05-06,27.0,42.9
218,Adilabad,Adilabad (Urban),2019-05-07,30.1,43.0
219,Adilabad,Adilabad (Urban),2019-05-08,30.9,44.6
220,Adilabad,Adilabad (Urban),2019-05-09,30.6,44.1
221,Adilabad,Adilabad (Urban),2019-05-10,28.7,43.3
222,Adilabad,Adilabad (Urban),2019-05-11,29.9,43.3
223,Adilabad,Adilabad (Urban),2019-05-12,31.5,42.8
224,Adilabad,Adilabad (Urban),2019-05-13,31.0,43.5
225,Adilabad,Adilabad (Urban),2019-05-14,28.6,42.7
226,Adilabad,Adilabad (Urban),2019-05-15,30.1,43.0
227,Adilabad,Adilabad (Urban),2019-05-16,31.9,44.3
228,Adilabad,Adilabad (Urban),2019-05-17,30.0,43.4
229,Adilabad,Adilabad (Urban),2019-05-18,30.1,43.7
230,Adilabad,Adilabad (Urban),2019-05-19,28.9,43.4
231,Adilabad,Adilabad (Urban),2019-05-20,28.8,43.7
232,Adilabad,Adilabad (Urban),2019-05-21,32.4,44.5
233,Adilabad,Adilabad (Urban),2019-05-22,32.9,45.7
234,Adilabad,Adilabad (Urban),2019-05-23,34.6,44.6
235,Adilabad,Adilabad (Urban),2019-05-24,33.1,44.9
236,Adilabad,Adilabad (Urban),2019-05-25,31.9,44.7
237,Adilabad,Adilabad (Urban),2019-05-26,29.3,44.7
238,Adilabad,Adilabad (Urban),2019-05-27,32.5,45.5
239,Adilabad,Adilabad (Urban),2019-05-28,34.6,45.6
240,Adilabad,Adilabad (Urban),2019-05-29,31.6,45.4
241,Adilabad,Adilabad (Urban),2019-05-30,31.3,46.0
242,Adilabad,Adilabad (Urban),2019-05-31,33.4,43.5
425,Adilabad,Adilabad (Urban),2019-04-01,25.1,42.2
426,Adilabad,Adilabad (Urban),2019-04-02,23.9,42.2
427,Adilabad,Adilabad (Urban),2019-04-03,28.2,40.2
428,Adilabad,Adilabad (Urban),2019-04-04,28.2,40.7
429,Adilabad,Adilabad (Urban),2019-04-05,27.1,39.4
430,Adilabad,Adilabad (Urban),2019-04-06,28.5,39.3
431,Adilabad,Adilabad (Urban),2019-04-07,27.7,41.5
432,Adilabad,Adilabad (Urban),2019-04-08,28.5,40.3
433,Adilabad,Adilabad (Urban),2019-04-09,28.5,41.2
434,Adilabad,Adilabad (Urban),2019-04-10,29.0,41.5
435,Adilabad,Adilabad (Urban),2019-04-11,29.4,42.2
436,Adilabad,Adilabad (Urban),2019-04-12,30.5,42.3
437,Adilabad,Adilabad (Urban),2019-04-13,28.1,40.5
438,Adilabad,Adilabad (Urban),2019-04-14,26.8,42.1
439,Adilabad,Adilabad (Urban),2019-04-15,31.4,42.6
440,Adilabad,Adilabad (Urban),2019-04-16,23.8,40.9
441,Adilabad,Adilabad (Urban),2019-04-17,23.4,39.0
442,Adilabad,Adilabad (Urban),2019-04-18,26.7,37.4
443,Adilabad,Adilabad (Urban),2019-04-19,25.8,38.7
444,Adilabad,Adilabad (Urban),2019-04-20,27.5,40.0
445,Adilabad,Adilabad (Urban),2019-04-21,28.8,39.9
446,Adilabad,Adilabad (Urban),2019-04-22,29.1,39.5
447,Adilabad,Adilabad (Urban),2019-04-23,27.0,39.4
448,Adilabad,Adilabad (Urban),2019-04-24,27.9,40.9
449,Adilabad,Adilabad (Urban),2019-04-25,29.7,41.7
450,Adilabad,Adilabad (Urban),2019-04-26,31.1,43.1
451,Adilabad,Adilabad (Urban),2019-04-27,32.7,43.3
452,Adilabad,Adilabad (Urban),2019-04-28,32.9,43.6
453,Adilabad,Adilabad (Urban),2019-04-29,32.1,44.0
454,Adilabad,Adilabad (Urban),2019-04-30,31.7,43.7
455,Adilabad,Adilabad (Urban),2019-05-01,29.8,43.6
456,Adilabad,Adilabad (Urban),2019-05-02,29.9,42.4
457,Adilabad,Adilabad (Urban),2019-05-03,28.4,43.2
458,Adilabad,Adilabad (Urban),2019-05-04,29.6,40.5
459,Adilabad,Adilabad (Urban),2019-05-05,30.3,41.2
460,Adilabad,Adilabad (Urban),2019-05-06,25.7,41.0
461,Adilabad,Adilabad (Urban),2019-05-07,30.5,41.7
462,Adilabad,Adilabad (Urban),2019-05-08,31.1,43.3
463,Adilabad,Adilabad (Urban),2019-05-09,31.0,42.6
464,Adilabad,Adilabad (Urban),2019-05-10,29.3,42.0
465,Adilabad,Adilabad (Urban),2019-05-11,29.6,42.5
466,Adilabad,Adilabad (Urban),2019-05-12,30.9,41.9
467,Adilabad,Adilabad (Urban),2019-05-13,31.0,42.6
468,Adilabad,Adilabad (Urban),2019-05-14,28.6,42.0
469,Adilabad,Adilabad (Urban),2019-05-15,31.7,42.4
470,Adilabad,Adilabad (Urban),2019-05-16,31.7,43.1
471,Adilabad,Adilabad (Urban),2019-05-17,31.3,43.4
472,Adilabad,Adilabad (Urban),2019-05-18,31.9,43.6
473,Adilabad,Adilabad (Urban),2019-05-19,28.3,43.4
474,Adilabad,Adilabad (Urban),2019-05-20,28.4,43.4
475,Adilabad,Adilabad (Urban),2019-05-21,32.0,43.3
476,Adilabad,Adilabad (Urban),2019-05-22,32.5,45.6
477,Adilabad,Adilabad (Urban),2019-05-23,34.7,44.4
478,Adilabad,Adilabad (Urban),2019-05-24,32.8,44.8
479,Adilabad,Adilabad (Urban),2019-05-25,32.0,44.5
480,Adilabad,Adilabad (Urban),2019-05-26,30.4,44.2
481,Adilabad,Adilabad (Urban),2019-05-27,32.5,45.2
482,Adilabad,Adilabad (Urban),2019-05-28,33.0,45.5
483,Adilabad,Adilabad (Urban),2019-05-29,33.6,45.5
484,Adilabad,Adilabad (Urban),2019-05-30,31.4,45.6
485,Adilabad,Adilabad (Urban),2019-05-31,33.6,42.7
668,Adilabad,Adilabad Rural,2019-04-01,24.3,42.1
669,Adilabad,Adilabad Rural,2019-04-02,25.5,41.8
670,Adilabad,Adilabad Rural,2019-04-03,28.3,42.1
671,Adilabad,Adilabad Rural,2019-04-04,27.6,41.5
672,Adilabad,Adilabad Rural,2019-04-05,26.5,41.0
673,Adilabad,Adilabad Rural,2019-04-06,29.3,40.2
674,Adilabad,Adilabad Rural,2019-04-07,25.1,42.2
675,Adilabad,Adilabad Rural,2019-04-08,25.5,38.7
676,Adilabad,Adilabad Rural,2019-04-09,25.9,40.1
677,Adilabad,Adilabad Rural,2019-04-10,25.8,40.4
678,Adilabad,Adilabad Rural,2019-04-11,29.2,43.3
679,Adilabad,Adilabad Rural,2019-04-12,29.9,43.7
680,Adilabad,Adilabad Rural,2019-04-13,28.6,42.4
681,Adilabad,Adilabad Rural,2019-04-14,27.8,42.2
682,Adilabad,Adilabad Rural,2019-04-15,30.3,43.3
683,Adilabad,Adilabad Rural,2019-04-16,23.8,41.0
684,Adilabad,Adilabad Rural,2019-04-17,24.6,39.8
685,Adilabad,Adilabad Rural,2019-04-18,24.8,37.9
686,Adilabad,Adilabad Rural,2019-04-19,26.0,39.4
687,Adilabad,Adilabad Rural,2019-04-20,27.2,40.8
688,Adilabad,Adilabad Rural,2019-04-21,27.6,39.5
689,Adilabad,Adilabad Rural,2019-04-22,28.8,40.8
690,Adilabad,Adilabad Rural,2019-04-23,25.6,39.3
691,Adilabad,Adilabad Rural,2019-04-24,26.3,38.8
692,Adilabad,Adilabad Rural,2019-04-25,29.0,41.4
693,Adilabad,Adilabad Rural,2019-04-26,28.8,42.9
694,Adilabad,Adilabad Rural,2019-04-27,31.3,42.6
695,Adilabad,Adilabad Rural,2019-04-28,31.0,42.4
696,Adilabad,Adilabad Rural,2019-04-29,30.5,42.4
697,Adilabad,Adilabad Rural,2019-04-30,29.8,42.4
698,Adilabad,Adilabad Rural,2019-05-01,28.5,42.6
699,Adilabad,Adilabad Rural,2019-05-02,29.4,41.2
700,Adilabad,Adilabad Rural,2019-05-03,27.0,41.4
701,Adilabad,Adilabad Rural,2019-05-04,28.2,40.0
702,Adilabad,Adilabad Rural,2019-05-05,29.9,39.9
703,Adilabad,Adilabad Rural,2019-05-06,25.8,39.5
704,Adilabad,Adilabad Rural,2019-05-07,30.2,40.2
705,Adilabad,Adilabad Rural,2019-05-08,30.6,41.9
706,Adilabad,Adilabad Rural,2019-05-09,31.5,41.3
707,Adilabad,Adilabad Rural,2019-05-10,30.4,41.0
708,Adilabad,Adilabad Rural,2019-05-11,29.3,41.2
709,Adilabad,Adilabad Rural,2019-05-12,28.9,40.6
710,Adilabad,Adilabad Rural,2019-05-13,28.9,41.7
711,Adilabad,Adilabad Rural,2019-05-14,28.5,41.0
712,Adilabad,Adilabad Rural,2019-05-15,29.1,41.5
713,Adilabad,Adilabad Rural,2019-05-16,30.5,43.2
714,Adilabad,Adilabad Rural,2019-05-17,28.2,43.8
715,Adilabad,Adilabad Rural,2019-05-18,28.6,42.8
716,Adilabad,Adilabad Rural,2019-05-19,26.8,43.0
717,Adilabad,Adilabad Rural,2019-05-20,28.9,42.9
718,Adilabad,Adilabad Rural,2019-05-21,32.7,45.1
719,Adilabad,Adilabad Rural,2019-05-22,32.2,44.8
720,Adilabad,Adilabad Rural,2019-05-23,33.3,44.6
721,Adilabad,Adilabad Rural,2019-05-24,31.9,44.8
722,Adilabad,Adilabad Rural,2019-05-25,29.6,44.4
723,Adilabad,Adilabad Rural,2019-05-26,29.9,43.5
724,Adilabad,Adilabad Rural,2019-05-27,30.0,45.3
725,Adilabad,Adilabad Rural,2019-05-28,31.8,44.6
726,Adilabad,Adilabad Rural,2019-05-29,33.4,43.9
727,Adilabad,Adilabad Rural,2019-05-30,28.8,43.7
728,Adilabad,Adilabad Rural,2019-05-31,29.9,41.2
911,Adilabad,Bazarhathnoor,2019-04-01,25.5,41.3
912,Adilabad,Bazarhathnoor,2019-04-02,25.0,40.9
913,Adilabad,Bazarhathnoor,2019-04-03,24.6,40.1
914,Adilabad,Bazarhathnoor,2019-04-04,24.6,38.3
915,Adilabad,Bazarhathnoor,2019-04-05,25.0,38.5
916,Adilabad,Bazarhathnoor,2019-04-06,26.8,39.3
917,Adilabad,Bazarhathnoor,2019-04-07,26.6,40.0
918,Adilabad,Bazarhathnoor,2019-04-08,25.4,40.2
919,Adilabad,Bazarhathnoor,2019-04-09,26.2,40.6
920,Adilabad,Bazarhathnoor,2019-04-10,25.7,40.9
921,Adilabad,Bazarhathnoor,2019-04-11,27.8,41.1
922,Adilabad,Bazarhathnoor,2019-04-12,26.5,41.1
923,Adilabad,Bazarhathnoor,2019-04-13,24.8,39.4
924,Adilabad,Bazarhathnoor,2019-04-14,25.9,40.6
925,Adilabad,Bazarhathnoor,2019-04-15,29.6,41.2
926,Adilabad,Bazarhathnoor,2019-04-16,22.0,40.0
927,Adilabad,Bazarhathnoor,2019-04-17,21.8,37.9
928,Adilabad,Bazarhathnoor,2019-04-18,26.0,36.8
929,Adilabad,Bazarhathnoor,2019-04-19,24.5,37.6
930,Adilabad,Bazarhathnoor,2019-04-20,25.4,40.1
931,Adilabad,Bazarhathnoor,2019-04-21,27.3,38.5
932,Adilabad,Bazarhathnoor,2019-04-22,27.5,38.5
933,Adilabad,Bazarhathnoor,2019-04-23,26.2,37.4
934,Adilabad,Bazarhathnoor,2019-04-24,27.2,39.6
935,Adilabad,Bazarhathnoor,2019-04-25,29.0,40.9
936,Adilabad,Bazarhathnoor,2019-04-26,29.9,42.2
937,Adilabad,Bazarhathnoor,2019-04-27,31.9,42.9
938,Adilabad,Bazarhathnoor,2019-04-28,32.8,42.5
939,Adilabad,Bazarhathnoor,2019-04-29,30.8,43.0
940,Adilabad,Bazarhathnoor,2019-04-30,29.4,41.4
941,Adilabad,Bazarhathnoor,2019-05-01,29.0,42.7
942,Adilabad,Bazarhathnoor,2019-05-02,30.7,41.6
943,Adilabad,Bazarhathnoor,2019-05-03,25.3,42.4
944,Adilabad,Bazarhathnoor,2019-05-04,27.9,40.6
945,Adilabad,Bazarhathnoor,2019-05-05,29.7,40.5
946,Adilabad,Bazarhathnoor,2019-05-06,27.0,39.8
947,Adilabad,Bazarhathnoor,2019-05-07,29.5,40.5
948,Adilabad,Bazarhathnoor,2019-05-08,32.4,43.0
949,Adilabad,Bazarhathnoor,2019-05-09,31.6,42.3
950,Adilabad,Bazarhathnoor,2019-05-10,31.1,40.9
951,Adilabad,Bazarhathnoor,2019-05-11,28.8,40.7
952,Adilabad,Bazarhathnoor,2019-05-12,29.9,40.8
953,Adilabad,Bazarhathnoor,2019-05-13,30.9,41.6
954,Adilabad,Bazarhathnoor,2019-05-14,29.5,40.8
955,Adilabad,Bazarhathnoor,2019-05-15,28.8,41.0
956,Adilabad,Bazarhathnoor,2019-05-16,27.2,41.8
957,Adilabad,Bazarhathnoor,2019-05-17,29.7,40.8
958,Adilabad,Bazarhathnoor,2019-05-18,30.2,41.0
959,Adilabad,Bazarhathnoor,2019-05-19,29.6,41.1
960,Adilabad,Bazarhathnoor,2019-05-20,26.0,41.6
961,Adilabad,Bazarhathnoor,2019-05-21,27.7,42.7
962,Adilabad,Bazarhathnoor,2019-05-22,30.1,42.1
963,Adilabad,Bazarhathnoor,2019-05-23,32.7,44.0
964,Adilabad,Bazarhathnoor,2019-05-24,32.5,44.3
965,Adilabad,Bazarhathnoor,2019-05-25,30.8,42.1
966,Adilabad,Bazarhathnoor,2019-05-26,29.9,42.5
967,Adilabad,Bazarhathnoor,2019-05-27,33.1,44.0
968,Adilabad,Bazarhathnoor,2019-05-28,32.6,44.0
969,Adilabad,Bazarhathnoor,2019-05-29,32.7,44.2
970,Adilabad,Bazarhathnoor,2019-05-30,30.1,44.5
971,Adilabad,Bazarhathnoor,2019-05-31,31.4,42.3
1154,Adilabad,Bela,2019-04-01,23.9,40.5
1155,Adilabad,Bela,2019-04-02,25.1,41.4
1156,Adilabad,Bela,2019-04-03,27.3,41.4
1157,Adilabad,Bela,2019-04-04,25.5,39.3
1158,Adilabad,Bela,2019-04-05,26.1,40.6
1159,Adilabad,Bela,2019-04-06,28.9,39.8
1160,Adilabad,Bela,2019-04-07,24.9,41.8
1161,Adilabad,Bela,2019-04-08,24.1,38.9
1162,Adilabad,Bela,2019-04-09,24.6,38.9
1163,Adilabad,Bela,2019-04-10,23.5,39.7
1164,Adilabad,Bela,2019-04-11,28.5,42.9
1165,Adilabad,Bela,2019-04-12,29.5,42.1
1166,Adilabad,Bela,2019-04-13,26.3,40.9
1167,Adilabad,Bela,2019-04-14,26.7,41.6
1168,Adilabad,Bela,2019-04-15,29.1,41.2
1169,Adilabad,Bela,2019-04-16,24.3,40.1
1170,Adilabad,Bela,2019-04-17,23.9,38.9
1171,Adilabad,Bela,2019-04-18,24.4,37.1
1172,Adilabad,Bela,2019-04-19,25.6,39.0
1173,Adilabad,Bela,2019-04-20,25.9,40.4
1174,Adilabad,Bela,2019-04-21,27.2,39.1
1175,Adilabad,Bela,2019-04-22,28.4,40.4
1176,Adilabad,Bela,2019-04-23,24.5,38.9
1177,Adilabad,Bela,2019-04-24,25.5,41.5
1178,Adilabad,Bela,2019-04-25,29.7,41.2
1179,Adilabad,Bela,2019-04-26,27.9,41.5
1180,Adilabad,Bela,2019-04-27,31.9,44.0
1181,Adilabad,Bela,2019-04-28,29.3,43.9
1182,Adilabad,Bela,2019-04-29,29.6,41.9
1183,Adilabad,Bela,2019-04-30,28.7,42.1
1184,Adilabad,Bela,2019-05-01,28.0,43.5
1185,Adilabad,Bela,2019-05-02,28.9,43.7
1186,Adilabad,Bela,2019-05-03,27.1,40.5
1187,Adilabad,Bela,2019-05-04,27.6,41.0
1188,Adilabad,Bela,2019-05-05,29.7,41.0
1189,Adilabad,Bela,2019-05-06,27.2,39.3
1190,Adilabad,Bela,2019-05-07,30.3,42.0
1191,Adilabad,Bela,2019-05-08,32.2,40.8
1192,Adilabad,Bela,2019-05-09,31.0,40.4
1193,Adilabad,Bela,2019-05-10,30.9,41.7
1194,Adilabad,Bela,2019-05-11,29.3,40.5
1195,Adilabad,Bela,2019-05-12,27.8,39.8
1196,Adilabad,Bela,2019-05-13,28.2,40.9
1197,Adilabad,Bela,2019-05-14,28.3,40.4
1198,Adilabad,Bela,2019-05-15,28.9,41.3
1199,Adilabad,Bela,2019-05-16,30.3,43.0
1200,Adilabad,Bela,2019-05-17,28.4,41.4
1201,Adilabad,Bela,2019-05-18,28.8,42.6
1202,Adilabad,Bela,2019-05-19,26.6,42.0
1203,Adilabad,Bela,2019-05-20,28.7,41.4
1204,Adilabad,Bela,2019-05-21,31.0,42.7
1205,Adilabad,Bela,2019-05-22,29.6,43.5
1206,Adilabad,Bela,2019-05-23,32.3,44.4
1207,Adilabad,Bela,2019-05-24,30.2,42.9
1208,Adilabad,Bela,2019-05-25,28.2,43.1
1209,Adilabad,Bela,2019-05-26,31.6,43.2
1210,Adilabad,Bela,2019-05-27,31.5,43.7
1211,Adilabad,Bela,2019-05-28,30.5,43.4
1212,Adilabad,Bela,2019-05-29,31.6,43.4
1213,Adilabad,Bela,2019-05-30,29.0,43.8
1214,Adilabad,Bela,2019-05-31,30.3,40.6
1332,Adilabad,Bela ,2019-04-01,26.3,42.4
1333,Adilabad,Bela ,2019-04-02,24.6,39.3
1334,Adilabad,Bela ,2019-04-03,24.6,41.5
1335,Adilabad,Bela ,2019-04-04,25.6,42.6
1336,Adilabad,Bela ,2019-04-05,23.9,41.0
1337,Adilabad,Bela ,2019-04-06,25.1,41.0
1338,Adilabad,Bela ,2019-04-07,24.0,38.5
1339,Adilabad,Bela ,2019-04-08,27.9,42.5
1340,Adilabad,Bela ,2019-04-09,29.9,42.9
1341,Adilabad,Bela ,2019-04-10,29.7,41.8
1342,Adilabad,Bela ,2019-04-11,31.2,42.4
1343,Adilabad,Bela ,2019-04-12,31.2,43.9
1344,Adilabad,Bela ,2019-04-13,28.5,42.8
1345,Adilabad,Bela ,2019-04-14,26.5,42.9
1346,Adilabad,Bela ,2019-04-15,28.5,43.6
1347,Adilabad,Bela ,2019-04-16,24.1,42.9
1348,Adilabad,Bela ,2019-04-17,25.2,40.0
1349,Adilabad,Bela ,2019-04-18,26.9,38.9
1350,Adilabad,Bela ,2019-04-19,27.3,40.2
1351,Adilabad,Bela ,2019-04-20,27.6,41.8
1352,Adilabad,Bela ,2019-04-21,29.4,40.9
1353,Adilabad,Bela ,2019-04-22,28.3,40.5
1354,Adilabad,Bela ,2019-04-23,24.9,37.1
1355,Adilabad,Bela ,2019-04-24,28.3,42.2
1356,Adilabad,Bela ,2019-04-25,30.5,43.1
1357,Adilabad,Bela ,2019-04-26,32.9,44.2
1358,Adilabad,Bela ,2019-04-27,33.8,45.4
1359,Adilabad,Bela ,2019-04-28,32.6,45.3
1360,Adilabad,Bela ,2019-04-29,33.3,45.2
1361,Adilabad,Bela ,2019-04-30,33.6,44.8
1362,Adilabad,Bela ,2019-05-01,32.3,44.2
1363,Adilabad,Bela ,2019-05-02,29.6,40.2
1364,Adilabad,Bela ,2019-05-03,28.5,44.6
1365,Adilabad,Bela ,2019-05-04,27.1,39.5
1366,Adilabad,Bela ,2019-05-05,30.1,43.7
1367,Adilabad,Bela ,2019-05-06,27.5,42.9
1368,Adilabad,Bela ,2019-05-07,33.5,42.9
1369,Adilabad,Bela ,2019-05-08,31.4,45.3
1370,Adilabad,Bela ,2019-05-09,32.3,44.7
1371,Adilabad,Bela ,2019-05-10,30.6,44.3
1372,Adilabad,Bela ,2019-05-11,31.1,43.6
1373,Adilabad,Bela ,2019-05-12,31.9,43.5
1374,Adilabad,Bela ,2019-05-13,27.9,43.9
1375,Adilabad,Bela ,2019-05-14,28.6,43.7
1376,Adilabad,Bela ,2019-05-15,30.2,43.9
1377,Adilabad,Bela ,2019-05-16,32.8,45.1
1378,Adilabad,Bela ,2019-05-17,30.9,44.4
1379,Adilabad,Bela ,2019-05-18,30.9,44.9
1380,Adilabad,Bela ,2019-05-19,28.3,42.8
1381,Adilabad,Bela ,2019-05-20,27.6,44.3
1382,Adilabad,Bela ,2019-05-21,33.6,45.1
1383,Adilabad,Bela ,2019-05-22,32.7,46.2
1384,Adilabad,Bela ,2019-05-23,34.3,45.5
1385,Adilabad,Bela ,2019-05-24,33.9,44.8
1386,Adilabad,Bela ,2019-05-25,33.3,45.5
1387,Adilabad,Bela ,2019-05-26,32.8,45.7
1388,Adilabad,Bela ,2019-05-27,31.2,45.7
1389,Adilabad,Bela ,2019-05-28,33.9,46.2
1390,Adilabad,Bela ,2019-05-29,31.9,46.4
1391,Adilabad,Bela ,2019-05-30,32.0,46.8
1392,Adilabad,Bela ,2019-05-31,32.8,43.4
1575,Adilabad,Bheempoor,2019-04-01,24.3,42.7
1576,Adilabad,Bheempoor,2019-04-02,24.3,42.7
1577,Adilabad,Bheempoor,2019-04-03,25.0,42.6
1578,Adilabad,Bheempoor,2019-04-04,27.1,41.2
1579,Adilabad,Bheempoor,2019-04-05,26.7,41.0
1580,Adilabad,Bheempoor,2019-04-06,28.5,40.2
1581,Adilabad,Bheempoor,2019-04-07,27.7,41.4
1582,Adilabad,Bheempoor,2019-04-08,26.6,41.4
1583,Adilabad,Bheempoor,2019-04-09,27.3,42.3
1584,Adilabad,Bheempoor,2019-04-10,25.7,42.5
1585,Adilabad,Bheempoor,2019-04-11,26.9,42.7
1586,Adilabad,Bheempoor,2019-04-12,30.0,43.0
1587,Adilabad,Bheempoor,2019-04-13,25.8,42.9
1588,Adilabad,Bheempoor,2019-04-14,27.4,42.7
1589,Adilabad,Bheempoor,2019-04-15,30.4,43.4
1590,Adilabad,Bheempoor,2019-04-16,23.1,42.4
1591,Adilabad,Bheempoor,2019-04-17,22.4,38.1
1592,Adilabad,Bheempoor,2019-04-18,26.2,37.9
1593,Adilabad,Bheempoor,2019-04-19,23.5,39.5
1594,Adilabad,Bheempoor,2019-04-20,26.2,40.8
1595,Adilabad,Bheempoor,2019-04-21,28.7,41.0
1596,Adilabad,Bheempoor,2019-04-22,27.9,40.9
1597,Adilabad,Bheempoor,2019-04-23,22.4,38.7
1598,Adilabad,Bheempoor,2019-04-24,26.4,42.3
1599,Adilabad,Bheempoor,2019-04-25,28.6,43.0
1600,Adilabad,Bheempoor,2019-04-26,30.7,44.4
1601,Adilabad,Bheempoor,2019-04-27,32.0,45.0
1602,Adilabad,Bheempoor,2019-04-28,35.2,45.0
1603,Adilabad,Bheempoor,2019-04-29,31.3,45.1
1604,Adilabad,Bheempoor,2019-04-30,32.4,44.9
1605,Adilabad,Bheempoor,2019-05-01,28.8,44.4
1606,Adilabad,Bheempoor,2019-05-02,30.2,43.8
1607,Adilabad,Bheempoor,2019-05-03,27.4,44.0
1608,Adilabad,Bheempoor,2019-05-04,28.6,40.0
1609,Adilabad,Bheempoor,2019-05-05,31.5,42.1
1610,Adilabad,Bheempoor,2019-05-06,25.8,42.0
1611,Adilabad,Bheempoor,2019-05-07,31.4,42.8
1612,Adilabad,Bheempoor,2019-05-08,32.8,44.4
1613,Adilabad,Bheempoor,2019-05-09,32.3,43.6
1614,Adilabad,Bheempoor,2019-05-10,30.8,43.6
1615,Adilabad,Bheempoor,2019-05-11,30.9,42.8
1616,Adilabad,Bheempoor,2019-05-12,29.3,42.3
1617,Adilabad,Bheempoor,2019-05-13,29.2,43.9
1618,Adilabad,Bheempoor,2019-05-14,28.6,43.1
1619,Adilabad,Bheempoor,2019-05-15,30.0,42.5
1620,Adilabad,Bheempoor,2019-05-16,30.4,43.3
1621,Adilabad,Bheempoor,2019-05-17,30.7,43.5
1622,Adilabad,Bheempoor,2019-05-18,31.1,43.4
1623,Adilabad,Bheempoor,2019-05-19,27.5,43.3
1624,Adilabad,Bheempoor,2019-05-20,27.4,43.5
1625,Adilabad,Bheempoor,2019-05-21,27.5,44.6
1626,Adilabad,Bheempoor,2019-05-22,32.8,45.4
1627,Adilabad,Bheempoor,2019-05-23,35.2,44.6
1628,Adilabad,Bheempoor,2019-05-24,34.5,45.8
1629,Adilabad,Bheempoor,2019-05-25,32.7,44.7
1630,Adilabad,Bheempoor,2019-05-26,31.0,44.2
1631,Adilabad,Bheempoor,2019-05-27,32.0,45.6
1632,Adilabad,Bheempoor,2019-05-28,34.1,45.1
1633,Adilabad,Bheempoor,2019-05-29,30.3,45.4
1634,Adilabad,Bheempoor,2019-05-30,32.3,46.1
1635,Adilabad,Bheempoor,2019-05-31,33.5,44.3
1818,Adilabad,Boath,2019-04-01,23.9,41.4
1819,Adilabad,Boath,2019-04-02,23.9,40.7
1820,Adilabad,Boath,2019-04-03,23.9,40.9
1821,Adilabad,Boath,2019-04-04,23.9,39.0
1822,Adilabad,Boath,2019-04-05,23.9,39.4
1823,Adilabad,Boath,2019-04-06,23.9,39.3
1824,Adilabad,Boath,2019-04-07,26.4,41.6
1825,Adilabad,Boath,2019-04-08,23.9,41.4
1826,Adilabad,Boath,2019-04-09,25.4,41.6
1827,Adilabad,Boath,2019-04-10,23.9,42.2
1828,Adilabad,Boath,2019-04-11,26.5,41.7
1829,Adilabad,Boath,2019-04-12,26.5,41.5
1830,Adilabad,Boath,2019-04-13,23.9,39.2
1831,Adilabad,Boath,2019-04-14,23.9,41.8
1832,Adilabad,Boath,2019-04-15,27.9,41.9
1833,Adilabad,Boath,2019-04-16,23.0,40.7
1834,Adilabad,Boath,2019-04-17,20.8,39.5
1835,Adilabad,Boath,2019-04-18,27.5,37.8
1836,Adilabad,Boath,2019-04-19,24.9,39.1
1837,Adilabad,Boath,2019-04-20,24.9,39.3
1838,Adilabad,Boath,2019-04-21,26.8,40.0
